,Station Name,Street Address,City,State,ZIP,Groups With Access Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,EV Pricing
230,Casa Nissan,5855 Montana Ave,El Paso,TX,79925,Public - Call ahead,Dealership business hours,,1,,Non-Networked,31.783928,-106.417267,6/9/20,39720,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
231,Viva Nissan,1310 N Zaragoza Rd,El Paso,TX,79936,Public - Call ahead,Dealership business hours,,1,,Non-Networked,31.724024,-106.302211,6/9/20,39721,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
232,Nissan of Fort Worth,3451 W Loop 820 S,Fort Worth,TX,76116,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,32.721585,-97.478539,6/9/20,39723,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
233,Texas Nissan of Grapevine,1401 W State Highway 114,Grapevine,TX,76051,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,32.928183,-97.09448,3/7/22,39724,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
234,Charlie Clark Nissan,3500 W Expressway 83,Harlingen,TX,78552,Public - Call ahead,Dealership business hours,,1,,Non-Networked,26.186259,-97.734663,6/9/20,39725,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
235,Baker Nissan North,19630 Northwest Fwy,Houston,TX,77065,Public - Call ahead,Dealership business hours,,1,2,Non-Networked,29.913418,-95.611942,3/7/22,39726,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
236,Central Houston Nissan,2901 S Loop W,Houston,TX,77054,Public - Call ahead,Dealership business hours,,1,4,Non-Networked,29.676558,-95.422537,3/7/22,39727,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
237,McDavid Nissan,11911 Gulf Fwy,Houston,TX,77034,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,29.625565,-95.22531,6/9/20,39728,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
238,Mossy Nissan,12150 Katy Fwy,Houston,TX,77079,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,29.785494,-95.60022,6/9/20,39729,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
239,Tom Peacock Nissan,15300 North Fwy,Houston,TX,77090,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,29.990205,-95.423096,3/7/22,39730,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
240,Robbins Nissan,18711 Highway 59 N,Humble,TX,77338,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.990275,-95.275606,6/9/20,39731,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
241,Clay Cooley Nissan,1500 E Airport Fwy,Irving,TX,75062,Public - Call ahead,Dealership business hours,,1,2,Non-Networked,32.849437,-96.914294,6/14/22,39732,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
242,Katy Nissan,25550 Kingsland Blvd,Katy,TX,77494,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.775354,-95.817237,6/9/20,39733,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
243,Bates Nissan,5501 E Central Texas Expy,Killeen,TX,76543,Public - Call ahead,Dealership business hours,,1,,Non-Networked,31.078549,-97.692745,6/9/20,39734,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
244,Sames Kingsville Nissan,2501 S US Highway 77,Kingsville,TX,78363,Public - Call ahead,Dealership business hours,,1,,Non-Networked,27.492086,-97.84753,6/9/20,39735,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
245,Family Nissan of Laredo,3701 E Saunders St,Laredo,TX,78041,Public - Call ahead,Dealership business hours,,1,,Non-Networked,27.528418,-99.458211,6/9/20,39736,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
246,Clear Lake Nissan,2150 Gulf Fwy,League City,TX,77573,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.484543,-95.10255,6/9/20,39737,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
247,AutoNation Nissan - Lewisville,1601 S Stemmons Fwy,Lewisville,TX,75067,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.022937,-96.988337,3/7/22,39738,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
248,Patterson Nissan - Longview,3114 N Eastman Rd,Longview,TX,75605,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.553772,-94.727241,6/9/20,39739,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
249,McGavock Nissan,6312 Milwaukee Ave,Lubbock,TX,79424,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.535048,-101.958266,6/9/20,39740,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
250,Nissan of McKinney,3800 S Central Expy,McKinney,TX,75069,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.161606,-96.644662,3/7/22,39741,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
251,Trophy Nissan,5031 N Galloway Ave,Mesquite,TX,75150,Public - Call ahead,Dealership business hours,,1,2,Non-Networked,32.829838,-96.629967,3/7/22,39742,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
252,Nissan of Midland,4800 W Loop 250,Midland,TX,79707,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.024113,-102.151567,6/9/20,39743,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
253,Twin City Nissan,10549 Highway 69,Port Arthur,TX,77640,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.953433,-94.0071,6/9/20,39745,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
254,Courtesy Nissan,1777 N Central Expy,Richardson,TX,75080,Public - Call ahead,Dealership business hours; contact 972-231-2600 for more information,,2,1,Non-Networked,32.97135,-96.719803,3/7/22,39746,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
255,Gillman Nissan,26001 Southwest Fwy,Rosenberg,TX,77471,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.534537,-95.772812,6/9/20,39747,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
256,Round Rock Nissan,3050 N IH-35,Round Rock,TX,78681,Public - Call ahead,Dealership business hours,,1,,Non-Networked,30.54205,-97.69265,6/9/20,39748,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
257,Jim Bass Nissan,4052 W Houston Harte Expy,San Angelo,TX,76901,Public - Call ahead,Dealership business hours,,1,,Non-Networked,31.44646,-100.496244,6/9/20,39749,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
258,Ancira Nissan,10835 IH-10 W,San Antonio,TX,78230,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.543147,-98.57544,6/9/20,39750,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
259,Gunn Nissan,750 NE Loop 410,San Antonio,TX,78209,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.517253,-98.467365,6/9/20,39751,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
260,Ingram Park Nissan,6990 NW Loop 410,San Antonio,TX,78238,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.457047,-98.625324,6/9/20,39752,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
261,World Car Nissan,12908 IH-35 N,San Antonio,TX,78233,Public - Call ahead,Dealership business hours,,1,,Non-Networked,29.556508,-98.34469,6/9/20,39753,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
262,Nissan of San Marcos,2980 S IH-35,San Marcos,TX,78666,Public - Call ahead,Dealership business hours,,1,,Non-Networked,30.4963137,-97.6809454,6/9/20,39754,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
263,Nissan of Silsbee,3480 Highway 96 Bypass,Silsbee,TX,77656,Public - Call ahead,Dealership business hours,,1,,Non-Networked,30.314894,-94.18396,6/9/20,39755,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
264,Sterling McCall Nissan,12230 Southwest Fwy,Stafford,TX,77477,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,29.645808,-95.57612,3/7/22,39756,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
265,Garlyn Shelton Nissan,5420 Midway Dr,Temple,TX,76502,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,31.079653,-97.410328,6/9/20,39757,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
266,Peltier Nissan,3201 W-SW Loop 323,Tyler,TX,75701,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.31165413,-95.34249986,6/9/20,39758,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
267,Victory Nissan,6003 N Navarro St,Victoria,TX,77904,Public - Call ahead,Dealership business hours,,1,,Non-Networked,28.851423,-96.997881,6/9/20,39759,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
268,Douglas Nissan,5605 Legendlake Pkwy,Waco,TX,76712,Public - Call ahead,Dealership business hours,,1,,Non-Networked,31.495348,-97.160226,6/9/20,39760,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
269,Southwest Nissan,3050 Fort Worth Hwy,Weatherford,TX,76087,Public - Call ahead,Dealership business hours,,1,,Non-Networked,32.7561,-97.705239,6/9/20,39761,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
270,Nissan of Wichita Falls,4000 Kell Blvd,Wichita Falls,TX,76309,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.88049,-98.545953,6/9/20,39762,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
271,Passport Nissan - Alexandria,150 S Pickett St,Alexandria,VA,22304,Public - Call ahead,Dealership business hours,,3,1,Non-Networked,38.809675,-77.122192,3/7/22,39763,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
272,Priority Nissan - Chantilly,14840 Stonecroft Center Ct,Chantilly,VA,20151,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,38.899751,-77.460168,3/7/22,39764,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
273,Colonial Nissan,200 Myers Dr,Charlottesville,VA,22901,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,38.086121,-78.474663,3/7/22,39765,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
274,Brown's Fairfax Nissan,11010 Fairfax Blvd,Fairfax,VA,22030,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,38.85358,-77.324803,3/7/22,39766,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
275,Pomoco Nissan - Hampton,1134 W Mercury Blvd,Hampton,VA,23666,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,37.042363,-76.388316,6/9/20,39768,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
276,Sheehy Nissan - Manassas,9010 Liberia Ave,Manassas,VA,20110,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,38.760854,-77.459274,3/7/22,39769,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
277,Shell - YESS! Convenience 4U,328 Rives Rd,Petersburg,VA,23805,Public,24 hours daily; Drivers must bring their own J1772 cordset for Level 1 charging,4,,,Non-Networked,37.175139,-77.352948,1/10/23,39770,2023-02-14 15:54:11 UTC,4/15/11,NEMA520,$5 per hour
278,SCIENCE MUSEUM SCIENCE MUSEUM1,2500 W Broad St,Richmond,VA,23220,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,2,,ChargePoint Network,37.561646,-77.465974,10/12/23,39771,2023-10-12 00:14:33 UTC,5/15/11,J1772,
279,First Team Nissan,6520 Peters Creek Rd,Roanoke,VA,24019,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,37.345779,-79.962578,3/7/22,39772,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
280,Brown's Dulles Nissan,45155 Towlern Pl,Sterling,VA,20166,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,39.010459,-77.438399,3/7/22,39773,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
281,Priority Nissan,8525 Leesburg Pike,Vienna,VA,22182,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,38.927033,-77.240836,3/7/22,39774,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
282,Tri-State Nissan,1230 Millwood Pike,Winchester,VA,22602,Public - Call ahead,Dealership business hours; contact 540-667-6800 for more information,,3,1,Non-Networked,39.156514,-78.147297,3/7/22,39775,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
283,Rairdon's Nissan - Auburn,713 35th St NE,Auburn,WA,98002,Private,Service center only,,1,,Non-Networked,47.338754,-122.221114,6/9/20,39776,2023-02-15 22:45:41 UTC,3/15/11,J1772,
284,Bellingham Nissan,1516 Iowa St,Bellingham,WA,98229,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,48.755607,-122.454132,6/9/20,39778,2021-03-11 23:22:17 UTC,3/15/11,CHADEMO J1772,Free
285,Advantage Nissan,5101 Auto Center Blvd,Bremerton,WA,98312,Public - Call ahead,Dealership business hours,,1,,Non-Networked,47.562162,-122.684286,6/9/20,39779,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
286,Burien Nissan,16042 1st Ave S,Burien,WA,98148,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,47.458466,-122.333257,2/10/22,39780,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
287,Campbell-Nelson Nissan,24325 Highway 99,Edmonds,WA,98026,Public - Call ahead,Dealership business hours,,2,,Non-Networked,47.778229,-122.344838,7/13/20,39782,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
288,Olympia Nissan,2220 Carriage Dr SW,Olympia,WA,98502,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,47.031067,-122.930247,3/7/22,39786,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
289,Bill Robertson Nissan,928 N 28th Ave,Pasco,WA,99301,Public - Call ahead,Dealership business hours,,1,,Non-Networked,46.236607,-119.128998,6/9/20,39787,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
290,Dan Wilder Nissan,53 Jetta Way,Port Angeles,WA,98362,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,48.102863,-123.342273,2/10/22,39788,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
291,Bill Korum's Puyallup Nissan,101 Valley Ave NW,Puyallup,WA,98371,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,47.207367,-122.294997,2/10/22,39789,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
292,Younker Nissan,3401 E Valley Rd,Renton,WA,98058,Public,Dealership business hours,,1,1,Non-Networked,47.448354,-122.2188,3/7/22,39791,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
293,Wendle Nissan,9000 N Division St,Spokane,WA,99218,Public - Call ahead,Dealership business hours,,1,,Non-Networked,47.739021,-117.409937,6/9/20,39795,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
294,Dave Smith Nissan - Spokane,6901 E Sprague Ave,Spokane Valley,WA,99212,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,47.657264,-117.312518,2/10/22,39796,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
295,Tacoma Nissan,4030 S Tacoma Way,Tacoma,WA,98409,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,47.21978,-122.48576,2/10/22,39797,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
296,Alan Webb Nissan,3608 NE Auto Mall Dr,Vancouver,WA,98662,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,45.648094,-122.597954,2/10/22,39798,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
297,O'Brien Nissan,1395 Dalles Military Rd,Walla Walla,WA,99362,Public - Call ahead,Dealership business hours,,1,,Non-Networked,46.047464,-118.353406,6/9/20,39799,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
298,Mountain View Nissan,2100 S Market St,Chattanooga,TN,37408,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,35.030251,-85.308376,6/9/20,39802,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
299,Harold Mathews Nissan,185 Highway 76,Clarksville,TN,37043,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,36.513006,-87.268667,2/10/22,39803,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
300,Cookeville Nissan,501 Neal St,Cookeville,TN,38501,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.137109,-85.496453,6/9/20,39805,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
301,Victory Nissan West,2219 Highway 46 S,Dickson,TN,37055,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.023934,-87.340223,6/9/20,39806,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
302,Rick Hill Nissan,2700 Parr Ave,Dyersburg,TN,38024,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.063277,-89.379485,6/9/20,39807,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
303,Nissan of Cool Springs,212 Comtide Ct,Franklin,TN,37067,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,35.957857,-86.80853,2/10/22,39808,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
304,Newton Nissan of Gallatin,1461 Nashville Pike,Gallatin,TN,37066,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,36.361376,-86.494932,2/10/22,39809,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
305,Tri-Cities Nissan,3602 Bristol Hwy,Johnson City,TN,37601,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.374198,-82.372119,6/9/20,39811,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
306,Wallace Nissan Oldsmobile,2733 E Stone Dr,Kingsport,TN,37660,Public - Call ahead,Dealership business hours,,3,,Non-Networked,36.551978,-82.487762,8/5/20,39812,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
307,Ted Russell Nissan,8565 Kingston Pike,Knoxville,TN,37919,Public - Call ahead,Dealership business hours,,1,,Non-Networked,35.920587,-84.067881,6/9/20,39813,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
308,Rusty Wallace Nissan,4515 Clinton Hwy,Knoxville,TN,37912,Public - Call ahead,Dealership business hours,,1,,Non-Networked,35.999617,-83.969451,6/9/20,39814,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
309,Nissan of Rivergate,1550 Gallatin Pike N,Madison,TN,37115,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,36.29062,-86.7051,2/10/22,39815,2022-02-10 19:42:29 UTC,5/1/19,CHADEMO J1772 J1772COMBO,Free
310,Roberts Nissan,2747 Hillsboro Hwy,Manchester,TN,37355,Public - Call ahead,Dealership business hours,,1,,Non-Networked,35.454702,-86.041805,6/9/20,39816,2023-02-15 22:45:41 UTC,5/1/19,J1772,Free
311,Weakley County Motors,841 N Lindell St,Martin,TN,38237,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.369277,-88.849653,6/9/20,39817,2021-03-11 23:22:17 UTC,3/15/11,J1772,Free
312,AutoNation Nissan - Memphis,4140 Hacks Cross Rd,Memphis,TN,38125,Public - Call ahead,Dealership business hours,,1,,Non-Networked,35.0353,-89.795859,6/9/20,39818,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
313,Jim Keras Nissan,2080 Covington Pike,Memphis,TN,38128,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,35.181031,-89.895533,3/7/22,39819,2023-02-14 15:54:11 UTC,5/1/19,CHADEMO J1772 J1772COMBO,Free
314,East Tennessee Nissan,5496 W Andrew Johnson Hwy,Morristown,TN,37814,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.18226,-83.382387,6/9/20,39820,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
315,Nissan of Murfreesboro,814 Memorial Blvd,Murfreesboro,TN,37129,Public - Call ahead,Dealership business hours,,1,2,Non-Networked,35.854156,-86.394979,2/10/22,39821,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
316,Action Nissan,307 Thompson Ln,Nashville,TN,37211,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,36.110606,-86.743585,2/10/22,39822,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
317,Downtown Nashville Nissan,25 Vantage Way,Nashville,TN,37228,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,36.191053,-86.793132,2/10/22,39823,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772,Free
318,Carr Nissan,3855 SW Cedar Hills Blvd,Beaverton,OR,97005,Public - Call ahead,Dealership business hours,,1,,Non-Networked,45.491783,-122.81107,6/9/20,39827,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
319,Lithia Nissan of Bend,1835 NE Highway 20,Bend,OR,97701,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,44.055213,-121.277279,3/7/22,39828,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
320,Kiefer Nissan,900 NW 4th St,Corvallis,OR,97330,Public - Call ahead,Dealership business hours,,1,,Non-Networked,44.572608,-123.258425,6/9/20,39830,2023-02-15 22:45:41 UTC,11/10/11,J1772,Free
321,Lithia Nissan of Eugene,2060 Martin Luther King,Eugene,OR,97401,Public - Call ahead,Dealership business hours,,1,,Non-Networked,44.05902085,-123.0813975,6/9/20,39831,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
322,Dick Hannah Nissan,19505 SE McLoughlin Blvd,Gladstone,OR,97027,Public - Call ahead,Dealership business hours,,1,,Non-Networked,45.378967,-122.603899,6/9/20,39832,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
323,Chuck Colvin Nissan,1925 N Highway 99W,McMinnville,OR,97128,Public - Call ahead,Dealership business hours,,1,,Non-Networked,45.227394,-123.180863,6/9/20,39836,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
324,Lithia Nissan,4560 Grumman Dr,Medford,OR,97504,Public - Call ahead,Dealership business hours,,1,,Non-Networked,42.379969,-122.858192,6/9/20,39837,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
325,Rustom Nissan - Portland,1212 NE 122nd Ave,Portland,OR,97230,Public - Call ahead,Dealership business hours,,1,,Non-Networked,45.531759,-122.537403,6/9/20,39838,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
326,Nissan of Salem,2755 Mission St SE,Salem,OR,97302,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,44.921582,-123.006236,3/7/22,39839,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
327,Ray Schultens Nissan,2400 W 6th St,The Dalles,OR,97058,Public - Call ahead,Dealership business hours; customer use only,,2,1,Non-Networked,45.613979,-121.20996,7/11/23,39840,2023-07-11 18:28:56 UTC,3/15/11,CHADEMO J1772 J1772COMBO,
328,Tonkin Nissan,26700 SW 95th Ave,Wilsonville,OR,97070,Public - Call ahead,Dealership business hours,,2,,Non-Networked,45.326814,-122.770853,6/9/20,39841,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
329,Dick Smith Nissan,3670 Fernandina Rd,Columbia,SC,29210,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,34.055164,-81.128164,6/9/20,39842,2021-03-11 23:22:17 UTC,3/15/11,CHADEMO J1772,Free
330,Dick Smith Nissan,5536 Sunset Blvd,Lexington,SC,29072,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.997902,-81.222504,3/7/22,39844,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
331,Twin City Nissan,3247 Airport Hwy,Alcoa,TN,37701,Public - Call ahead,Dealership business hours,,2,,Non-Networked,35.830725,-83.974822,8/5/20,39845,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
332,Wolfchase Nissan,2956 N Germantown Rd,Bartlett,TN,38133,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,35.205818,-89.791337,3/7/22,39846,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
333,Dutch Miller Nissan,235 Century Blvd,Bristol,TN,37620,Public - Call ahead,Dealership business hours,,1,,Non-Networked,36.54282,-82.2354,4/6/22,39847,2023-02-14 15:54:11 UTC,3/15/11,J1772,Free
334,Nissan of Chattanooga East,2121 Chapman Rd,Chattanooga,TN,37421,Public - Call ahead,Dealership business hours,,1,,Non-Networked,35.056433,-85.190515,6/9/20,39848,2021-03-11 23:22:17 UTC,3/1/17,J1772,Free
335,Benton Nissan - Hoover,1640 Montgomery Hwy,Birmingham,AL,35216,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,33.394903,-86.807186,3/7/22,39849,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
336,Matt Bowers Nissan Eastern Shore,29788 Fredrick Blvd,Daphne,AL,36526,Public - Call ahead,Dealership business hours,,1,,Non-Networked,30.660697,-87.858464,6/9/20,39850,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
337,Lynn Layton Nissan,2402 Highway 31 S,Decatur,AL,35601,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,34.563857,-86.972193,3/7/22,39851,2023-02-14 15:54:11 UTC,3/15/11,CHADEMO J1772,Free
338,Jack Ingram Motors,227 Eastern Bypass,Montgomery,AL,36117,Public - Call ahead,Dealership business hours,,1,1,Non-Networked,32.376832,-86.208559,7/13/20,39852,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772,Free
339,Avondale Nissan,10305 W Papago Fwy,Avondale,AZ,85323,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.459826,-112.284168,6/9/20,39853,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
340,AutoNation Nissan - Chandler,1350 S Gilbert Rd,Chandler,AZ,85286,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.286316,-111.791107,2/10/22,39854,2022-02-10 19:42:29 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
341,Anderson Nissan,3842 N Highway 95,Lake Havasu City,AZ,86404,Public - Call ahead,Dealership business hours,,1,,Non-Networked,34.54217,-114.35287,6/9/20,39855,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
342,East Valley Nissan,6354 E Test Dr,Mesa,AZ,85206,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.385361,-111.695062,6/9/20,39856,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
343,Larry H Miller Nissan - Mesa,2025 W Riverview Auto Dr,Mesa,AZ,85201,Public - Call ahead,Dealership business hours,,2,1,Non-Networked,33.434313,-111.872266,6/9/20,39857,2023-02-15 22:45:41 UTC,3/15/11,CHADEMO J1772 J1772COMBO,Free
344,Peoria Nissan,9151 W Bell Rd,Peoria,AZ,85382,Public - Call ahead,Dealership business hours,,1,,Non-Networked,33.636921,-112.253682,6/9/20,39858,2023-02-15 22:45:41 UTC,3/15/11,J1772,Free
